48,河北_石家庄_城区
49,河北_张家口_城区
50,河北_承德_城区
51,河北_唐山_城区
52,河北_秦皇岛_城区
53,河北_沧州_城区
54,河北_衡水_城区
55,河北_邢台_城区
56,河北_邯郸_城区
57,河北_保定_城区
58,河北_廊坊_城区
454,河北_保定_安国
465,河北_衡水_安平
471,河北_保定_安新
512,河北_沧州_泊头
523,河北_廊坊_霸州
531,河北_张家口_赤城
554,河北_秦皇岛_昌黎
555,河北_张家口_崇礼
609,河北_廊坊_大城
610,河北_廊坊_大厂
619,河北_沧州_东光
686,河北_保定_定州
725,河北_唐山_丰南
729,河北_承德_丰宁
730,河北_保定_阜平
737,河北_唐山_丰润
746,河北_邯郸_肥乡
772,河北_廊坊_固安
773,河北_保定_高碑店
774,河北_石家庄_藁城
808,河北_邯郸_广平
818,河北_邯郸_馆陶
826,河北_保定_高阳
832,河北_石家庄_高邑
835,河北_张家口_沽源
847,河北_张家口_怀安
874,河北_沧州_黄骅
876,河北_沧州_河间
888,河北_张家口_怀来
1000,河北_石家庄_井陉
1075,河北_石家庄_晋州
1081,河北_张家口_康保
1083,河北_承德_宽城
1114,河北_石家庄_栾城
1154,河北_承德_隆化
1184,河北_唐山_滦南
1200,河北_石家庄_灵寿
1227,河北_唐山_乐亭
1232,河北_保定_蠡县
1265,河北_保定_涞源
1283,河北_保定_满城
1360,河北_邢台_南宫
1431,河北_承德_平泉
1434,河北_石家庄_平山
1466,河北_唐山_迁安
1500,河北_唐山_迁西
1501,河北_沧州_青县
1510,河北_保定_曲阳
1517,河北_保定_清苑
1521,河北_邯郸_曲周
1527,河北_保定_容城
1538,河北_承德_滦平
1540,河北_沧州_任丘
1544,河北_唐山_滦县
1580,河北_廊坊_三河
1581,河北_邢台_沙河
1613,河北_保定_顺平
1634,河北_邯郸_涉县
1653,河北_张家口_尚义
1660,河北_石家庄_深泽
1687,河北_唐山_曹妃甸
1729,河北_保定_唐县
1745,河北_邯郸_武安
1747,河北_廊坊_文安
1752,河北_承德_围场
1762,河北_保定_望都
1771,河北_石家庄_无极
1792,河北_沧州_吴桥
1794,河北_张家口_万全
1809,河北_张家口_蔚县
1863,河北_廊坊_香河
1865,河北_张家口_宣化
1872,河北_石家庄_辛集
1882,河北_石家庄_新乐
1885,河北_承德_兴隆
1899,河北_保定_徐水
1907,河北_石家庄_行唐
1917,河北_保定_雄县
2021,河北_邯郸_永年
2030,河北_廊坊_永清
2036,河北_石家庄_元氏
2056,河北_唐山_玉田
2060,河北_保定_易县
2085,河北_张家口_阳原
2099,河北_张家口_张北
2104,河北_石家庄_正定
2116,河北_唐山_遵化
2117,河北_石家庄_赞皇
2133,河北_张家口_涿鹿
2157,河北_石家庄_赵县
2180,河北_保定_涿州
2212,河北_衡水_深州
2276,河北_石家庄_鹿泉
2277,河北_保定_涞水
2278,河北_保定_定兴
2279,河北_保定_博野
2280,河北_承德_承德县
2281,河北_唐山_曹妃甸工业区
2282,河北_沧州_海兴
2283,河北_沧州_盐山
2284,河北_沧州_肃宁
2285,河北_沧州_南皮
2286,河北_沧州_献县
2287,河北_沧州_孟村
2288,河北_沧州_沧县
2289,河北_衡水_枣强
2290,河北_衡水_武邑
2291,河北_衡水_武强
2292,河北_衡水_饶阳
2293,河北_衡水_故城
2294,河北_衡水_景县
2295,河北_衡水_阜城
2296,河北_衡水_冀州
2297,河北_邢台_临城
2298,河北_邢台_内丘
2299,河北_邢台_柏乡
2300,河北_邢台_隆尧
2301,河北_邢台_南和
2302,河北_邢台_宁晋
2303,河北_邢台_巨鹿
2304,河北_邢台_新河
2305,河北_邢台_广宗
2306,河北_邢台_平乡
2307,河北_邢台_威县
2308,河北_邢台_清河
2309,河北_邢台_临西
2310,河北_邢台_任县
2311,河北_邯郸_峰峰
2312,河北_邯郸_临漳
2313,河北_邯郸_成安
2314,河北_邯郸_大名
2315,河北_邯郸_磁县
2316,河北_邯郸_邱县
2317,河北_邯郸_鸡泽
2318,河北_邯郸_魏县
2319,河北_秦皇岛_青龙
2320,河北_秦皇岛_抚宁
2321,河北_秦皇岛_卢龙
2322,河北_秦皇岛_北戴河
